Ensembl.ID	Location	Approved.Symbol	Mim.Number	Gene.Name	Phenotypes	Panels	From.Omim	From.PanelApp	Inheritance	Publications	Aliases
ENSG00000140470	chr15:99971436-100342923	ADAMTS17	607511	"ADAM metallopeptidase domain with thrombospondin type 1 motif, 17"	"Weill-Marchesani 4 syndrome, recessive, 613195 (3), Autosomal recessive"	"Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies, Glaucoma (developmental)"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"19836009, 22486325, 31019231, 24940034"	"FLJ32769, FLJ16363"
ENSG00000140873	chr16:77282127-77435033	ADAMTS18	607512	"ADAM metallopeptidase domain with thrombospondin type 1 motif, 18"	"Microcornea, myopic chorioretinal atrophy, and telecanthus, 615458 (3), Autosomal recessive"	"Corneal abnormalities, Retinal disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"22686506, 23818446"	
ENSG00000087116	chr5:179110852-179345460	ADAMTS2	604539	"ADAM metallopeptidase with thrombospondin type 1 motif, 2 (procollagen I N-proteinase)"	"Ehlers-Danlos syndrome, dermatosparaxis type, 225410 (3), Autosomal recessive"	Ehlers Danlos syndromes	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"28306229, 28306225, 1303238, 1642226, 1403389, 15389701, 26765342"	"ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI"
ENSG00000156140	chr4:72280968-72569220	ADAMTS3	605011	"ADAM metallopeptidase with thrombospondin type 1 motif, 3"	"Hennekam lymphangiectasia-lymphedema syndrome 3, 618154 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000197859	chr9:133532163-133575518	ADAMTSL2	612277	ADAMTS-like protein 2	"Geleophysic dysplasia 1, 231050 (3), Autosomal recessive"	"Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		KIAA0605
ENSG00000143382	chr1:150549377-150560936	ADAMTSL4	610113	ADAMTS-like 4	"Ectopia lentis et pupillae, 225200 (3), Autosomal recessive; Ectopia lentis, isolated, autosomal recessive, 225100 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000160710	chr1:154582056-154627996	ADAR	146920	"Adenosine deaminase, RNA-specific"	"Dyschromatosis symmetrica hereditaria, 127400 (3), Autosomal dominant; Aicardi-Goutieres syndrome 6, 615010 (3), Autosomal recessive"	"Hereditary spastic paraplegia - adult onset, Inborn errors of metabolism, White matter disorders - adult onset, Hereditary spastic paraplegia, Childhood onset dystonia or chorea or related movement disorder, DDG2P, Hereditary spastic paraplegia - childhood onset, White matter disorders and cerebral calcification - narrow panel, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"	23001123	ADAR1
ENSG00000197381	chr21:45074577-45226562	ADARB1	601218	"Adenosine deaminase, RNA-specific, B1 (RED1, rat, homolog of)"	"Neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000213638	chr19:1905398-1913446	ADAT3	615302	"Adenosine deaminase, tRNA-specific, 3"	"Mental retardation, autosomal recessive 36, 615286 (3), Autosomal recessive"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	TAD3
ENSG00000173175	chr3:123282295-123449089	ADCY5	600293	Adenylate cyclase-5	"Dyskinesia, familial, with facial myokymia, 606703 (3), Autosomal dominant"	"Hereditary ataxia - adult onset, Severe Paediatric Disorders, Brain channelopathy, Childhood onset dystonia or chorea or related movement disorder"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"24700542, 11310626"	AC5
ENSG00000174233	chr12:48766193-48789088	ADCY6	600294	Adenylate cyclase-6	"Lethal congenital contracture syndrome 8, 616287 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000148700	chr10:109996364-110135564	ADD3	601568	"Adducin-3, gamma"	"Cerebral palsy, spastic quadriplegic, 3, 617008 (3), Autosomal recessive"	Severe Paediatric Disorders	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
ENSG00000127507	chr19:14732391-14778559	ADGRE2	606100	Adhesion G protein-coupled receptor E2	"Vibratory urticaria, 125630 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000205336	chr16:57619534-57665566	ADGRG1	604110	Adhesion G protein-coupled receptor G1	"Polymicrogyria, bilateral perisylvian, 615752 (3); Polymicrogyria, bilateral frontoparietal, 606854 (3), Autosomal recessive"	"Cerebellar hypoplasia, DDG2P, Hereditary ataxia - adult onset, Malformations of cortical development, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"TM7LN4, TM7XN1"
ENSG00000173698	chrX:18989306-19122955	ADGRG2	300572	Adhesion G protein-coupled receptor G2	"Congenital bilateral absence of vas deferens, X-linked, 300985 (3), X-linked"		TRUE	FALSE			
ENSG00000112414	chr6:142302006-142446260	ADGRG6	612243	Adhesion G protein-coupled receptor G6	"Lethal congenital contracture syndrome 9, 616503 (3), Autosomal recessive"	"Arthrogryposis, Severe Paediatric Disorders, DDG2P, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	26004201	FLJ14937
ENSG00000164199	chr5:90558795-91164436	ADGRV1	602851	Adhesion G protein-coupled receptor V1	"Usher syndrome, type 2C, 605472 (3), Autosomal recessive, Digenic dominant; ?Febrile seizures, familial, 4, 604352 (3), Autosomal dominant; Usher syndrome, type 2C, GPR98/PDZD7 digenic, 605472 (3), Autosomal recessive, Digenic dominant"	"Severe Paediatric Disorders, ClinGen Gene Validity Curations, Retinal disorders, Hearing loss"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"14740321, 26432996, 25743181, 25572244, 14740321, 25743181, 25572244, 23035094, 25406310, 17295842, 16775142"	"DKFZp761P0710, KIAA0686, FEB4, VLGR1"
ENSG00000197894	chr4:99070977-99088787	ADH5	103710	"Alcohol dehydrogenase (class III), chi polypeptide"	"AMED syndrome, digenic, 619151 (3), Digenic recessive"		TRUE	FALSE			
ENSG00000181092	chr3:186842709-186858462	ADIPOQ	605441	"Adipocyte-, C1q-, and collagen domain-containing"	"Adiponectin deficiency, 612556 (3)"		TRUE	FALSE			
ENSG00000156110	chr10:74151184-74709299	ADK	102750	Adenosine kinase	"Hypermethioninemia due to adenosine kinase deficiency, 614300 (3), Autosomal recessive"	"Severe Paediatric Disorders, Neonatal cholestasis, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	AK
ENSG00000101126	chr20:50888917-50931436	ADNP	611386	Activity-dependent neuroprotector homeobox	"Helsmoortel-van der Aa syndrome, 615873 (3), Autosomal dominant"	"DDG2P, Autism, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	24531329	"KIAA0784, ADNP1"
ENSG00000116863	chr1:36088884-36093931	ADPRS	610624	ADP-ribosylhydrolase-like 2	"Neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures, 618170 (3), Autosomal recessive"	"Hereditary ataxia - adult onset, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"30847515, 30100084, 30401461"	"ARH3, FLJ20446"
ENSG00000169252	chr5:148826610-148828622	ADRB2	109690	"Adrenergic, beta-2-, receptor, surface"	"{Asthma, nocturnal, susceptibility to}, 600807 (3), Autosomal dominant; {Obesity, susceptibility to}, 601665 (3), Multifactorial, Autosomal dominant, Autosomal recessive; Beta-2-adrenoreceptor agonist, reduced response to (3)"		TRUE	FALSE			
ENSG00000239900	chr22:40346499-40387526	ADSL	608222	Adenylosuccinate lyase	"Adenylosuccinase deficiency, 103050 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"10090474, 18830228, 6150139, 12016589, 9545543"	
ENSG00000185100	chr14:104724200-104747324	ADSS1	612498	Adenylosuccinate synthase 1	"Myopathy, distal, 5, 617030 (3), Autosomal recessive"	Congenital myopathy	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"28268051, 26506222"	FLJ38602
ENSG00000106624	chr7:44104319-44114563	AEBP1	602981	AE-binding protein 1	"Ehlers-Danlos syndrome, classic-like, 2, 618000 (3), Autosomal recessive"	Ehlers Danlos syndromes	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	29606302	ACLP
ENSG00000155966	chrX:148500616-149000662	AFF2	300806	"AF4/FMR2 family, member 2 (fragile site, X-linked, E)"	"Mental retardation, X-linked, FRAXE type, 309548 (3), X-linked recessive"	"Severe Paediatric Disorders, Intellectual disability, DDG2P"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, biallelic mutations in females"	"21739600, 8334699"	FRAXE
ENSG00000072364	chr5:132875380-132963654	AFF4	604417	"AF4/FMR2 family, member 4"	"CHOPS syndrome, 616368 (3), Autosomal dominant"	"Severe Paediatric Disorders, Intellectual disability, DDG2P, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	25730767	"AF5Q31, MCEF"
ENSG00000141385	chr18:12328943-12377308	AFG3L2	604581	ATPase family gene 3-like 2	"Spastic ataxia 5, autosomal recessive, 614487 (3), Autosomal recessive; Optic atrophy 12, 618977 (3), Autosomal dominant; Spinocerebellar ataxia 28, 610246 (3), Autosomal dominant"	"Hereditary spastic paraplegia - adult onset, Inborn errors of metabolism, Childhood onset dystonia or chorea or related movement disorder, Hereditary spastic paraplegia, Adult onset movement disorder, Hereditary ataxia - adult onset, Neurodegenerative disorders - adult onset, Hereditary spastic paraplegia - childhood onset, Mitochondrial disorders, Intellectual disability, Mitochondrial DNA maintenance disorder, Severe Paediatric Disorders"	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"	30847515	SPAX5
ENSG00000081051	chr4:73436220-73456173	AFP	104150	Alpha-fetoprotein	"Alpha-fetoprotein deficiency, 615969 (3), Autosomal recessive; [Hereditary persistence of alpha-fetoprotein], 615970 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000038002	chr4:177430773-177442468	AGA	613228	Aspartylglucosaminidase	"Aspartylglucosaminuria, 208400 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Lysosomal storage disorder, Intellectual disability, Skeletal dysplasia, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	27604308	ASRG
ENSG00000273540	chr15:86079619-87031475	AGBL1	615496	ATP/GTP-binding protein-like 1	"Corneal dystrophy, Fuchs endothelial, 8, 615523 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000084693	chr2:27051422-27070619	AGBL5	615900	AATP/GTP-binding protein-like 5	"Retinitis pigmentosa 75, 617023 (3), Autosomal recessive"	Retinal disorders	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"26720455, 26355662, 27764769, 27842159"	"FLJ21839, CCP5"
ENSG00000006530	chr7:141551409-141662152	AGK	610345	Acylglycerol kinase	"Sengers syndrome, 212350 (3), Autosomal recessive; Cataract 38, autosomal recessive, 614691 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Cardiomyopathies - including childhood onset, Mitochondrial disorders, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	FLJ10842
ENSG00000162688	chr1:99850076-99924022	AGL	610860	"Amylo-1,6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme)"	"Glycogen storage disease IIIb, 232400 (3), Autosomal recessive; Glycogen storage disease IIIa, 232400 (3), Autosomal recessive"	"Ketotic hypoglycaemia, Inborn errors of metabolism, DDG2P, Cardiomyopathies - including childhood onset, Glycogen storage disease, Rhabdomyolysis and metabolic muscle disorders, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"National Metabolic Biochemistry Network Best Practice Guidelines Investigation of An Inherited Metabolic Cause of Cardiomyopathy, Authors: Ann Bowron, Simon Olpin (13 Jul 2012) http://www.metbio.net/metbioGuidelines.asp, 27604308"	
ENSG00000123908	chr8:140520155-140642405	AGO2	606229	"Argonaute 2, RISC catalytic component"	"Lessel-Kreienkamp syndrome, 619149 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000169692	chr9:136673142-136687456	AGPAT2	603100	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase-beta)	"Lipodystrophy, congenital generalized, type 1, 608594 (3), Autosomal recessive"	"Familial diabetes, Lipodystrophy - childhood onset"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		LPAAT-beta
ENSG00000018510	chr2:177392772-177543833	AGPS	603051	Alkylglycerone-phosphate synthase	"Rhizomelic chondrodysplasia punctata, type 3, 600121 (3), Autosomal recessive"	"Chondrodysplasia punctata, Inborn errors of metabolism, DDG2P, Intellectual disability, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S"
ENSG00000188157	chr1:1020101-1056118	AGRN	103320	Agrin	"Myasthenic syndrome, congenital, 8, with pre- and postsynaptic defects, 615120 (3), Autosomal recessive"	"Severe Paediatric Disorders, Congenital myaesthenic syndrome"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"24951643, 22205389, 24951643, 19631309"	
ENSG00000135744	chr1:230702522-230745582	AGT	106150	Angiotensinogen	"{Preeclampsia, susceptibility to} (3); Renal tubular dysgenesis, 267430 (3), Autosomal recessive; {Hypertension, essential, susceptibility to}, 145500 (3), Multifactorial"	"Severe Paediatric Disorders, CAKUT"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		
ENSG00000135049	chr9:85546538-85742028	AGTPBP1	606830	ATP/GTP-binding protein 1	"Neurodegeneration, childhood-onset, with cerebellar atrophy, 618276 (3), Autosomal recessive"	Hereditary neuropathy	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30420557	"KIAA1035, Nna1, CCP1"
ENSG00000144891	chr3:148697902-148743002	AGTR1	106165	Angiotensin receptor 1	"Renal tubular dysgenesis, 267430 (3), Autosomal recessive; {Hypertension, essential}, 145500 (3), Multifactorial"	"Severe Paediatric Disorders, CAKUT"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B"
ENSG00000172482	chr2:240868823-240880499	AGXT	604285	"Alanine-glyoxylate aminotransferase, liver-specific peroxisomal"	"Hyperoxaluria, primary, type 1, 259900 (3), Autosomal recessive"	"Severe Paediatric Disorders, Nephrocalcinosis or nephrolithiasis, Inborn errors of metabolism, DDG2P"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"AGXT1, PH1, AGT, SPT, AGT1"
ENSG00000101444	chr20:34235011-34311975	AHCY	180960	S-adenosylhomocysteine hydrolase	"Hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase, 613752 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000126705	chr1:27534244-27604177	AHDC1	615790	AT-hook DNA-binding motif-containing protein 1	"Xia-Gibbs syndrome, 615829 (3), Autosomal dominant"	"Severe Paediatric Disorders, Intellectual disability, DDG2P, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	"DJ159A19.3, RP1-159A19.1"
ENSG00000135541	chr6:135283531-135497770	AHI1	608894	Abelson helper integration site 1	"Joubert syndrome 3, 608629 (3), Autosomal recessive"	"DDG2P, Ophthalmological ciliopathies, Renal ciliopathies, Retinal disorders, Neurological ciliopathies, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"15322546, 16453322"	"FLJ20069, ORF1, JBTS3"
ENSG00000111732	chr12:8602169-8612969	AICDA	605257	Activation-induced cytidine deaminase	"Immunodeficiency with hyper-IgM, type 2, 605258 (3), Autosomal recessive"	Severe Paediatric Disorders	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"HIGM2, CDA2, ARP2, AID"
ENSG00000156709	chrX:130129361-130165840	AIFM1	300169	"Apoptosis-inducing factor, mitochondrion-associated, 1"	"Cowchock syndrome, 310490 (3), X-linked recessive; Spondyloepimetaphyseal dysplasia, X-linked, with hypomyelinating leukodystrophy, 300232 (3), X-linked recessive; Combined oxidative phosphorylation deficiency 6, 300816 (3), X-linked recessive; Deafness, X-linked 5, 300614 (3), X-linked recessive"	"Inborn errors of metabolism, Hereditary neuropathy, Mitochondrial disorders, Intellectual disability, Severe Paediatric Disorders"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, biallelic mutations in females"	30847515	"AIF, CMTX4"
ENSG00000164022	chr4:106315543-106349455	AIMP1	603605	ARS-interacting multifunctional protein 1	"Leukodystrophy, hypomyelinating, 3, 260600 (3), Autosomal recessive"	"Hereditary spastic paraplegia - adult onset, Hereditary spastic paraplegia, Hereditary spastic paraplegia - childhood onset, White matter disorders and cerebral calcification - narrow panel, Intellectual disability, Severe Paediatric Disorders"	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"	"21092922, 30477741, 30486714"	"EMAPII, EMAP-2, p43"
ENSG00000106305	chr7:6009271-6023833	AIMP2	600859	Aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	"Leukodystrophy, hypomyelinating, 17, 618006 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000129221	chr17:6423737-6435120	AIPL1	604392	Arylhydrocarbon-interacting receptor protein-like 1	"Leber congenital amaurosis 4, 604393 (3), Autosomal dominant, Autosomal recessive; Retinitis pigmentosa, juvenile, 604393 (3), Autosomal dominant, Autosomal recessive; Cone-rod dystrophy, 604393 (3), Autosomal dominant, Autosomal recessive"	"Severe Paediatric Disorders, Retinal disorders, DDG2P"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
ENSG00000160224	chr21:44285875-44298647	AIRE	607358	Autoimmune regulator	"Autoimmune polyendocrinopathy syndrome , type I, with or without reversible metaphyseal dysplasia, 240300 (3), Autosomal dominant, Autosomal recessive"	"Severe Paediatric Disorders, Congenital adrenal hypoplasia, DDG2P, Familial hypoparathyroidism, Multi-organ autoimmune diabetes, Retinal disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	9398839	"PGA1, APS1"
ENSG00000106992	chr9:127866479-127885541	AK1	103000	Adenylate kinase-1	"Hemolytic anemia due to adenylate kinase deficiency, 612631 (3), Autosomal recessive"	"Severe Paediatric Disorders, Cytopenias and congenital anaemias"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
ENSG00000004455	chr1:33007939-33036882	AK2	103020	"Adenylate kinase-2, mitochondrial"	"Reticular dysgenesis, 267500 (3), Autosomal recessive"	"Severe Paediatric Disorders, DDG2P"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
